年序,分至,Season,JD,年,月,日,時,分,秒,子輿紀,子輿日,年干支
70,冬至,3,650887.6742362229,-2931,12,20,4,10,54.009655863046646,0,37617.17423622287,庚午
70,春分,0,650980.287232362,-2930,3,22,18,53,36.87607392668724,0,37709.78723236197,庚午
70,夏至,1,651074.3442409363,-2930,6,24,20,15,42.416899278759956,0,37803.844240936334,庚午
70,秋分,2,651164.3137530355,-2930,9,22,19,31,48.26226733624935,0,37893.8137530355,庚午
71,冬至,3,651252.9122665294,-2930,12,20,9,53,39.82813999056816,0,37982.4122665294,辛未
71,春分,0,651345.5193334523,-2929,3,23,0,27,50.41028179228306,0,38075.019333452336,辛未
71,夏至,1,651439.5849624351,-2929,6,25,2,2,20.754389762878418,0,38169.08496243507,辛未
71,秋分,2,651529.5602868671,-2929,9,23,1,26,48.78531597554684,0,38259.06028686708,辛未
72,冬至,3,651618.1547412706,-2929,12,20,15,42,49.645778462290764,0,38347.654741270584,壬申
72,春分,0,651710.7636053307,-2928,3,22,6,19,35.500574335455894,0,38440.26360533072,壬申
72,夏至,1,651804.8297404759,-2928,6,24,7,54,49.57711458206177,0,38534.32974047586,壬申
72,秋分,2,651894.8016535332,-2928,9,22,7,14,22.865272164344788,0,38624.30165353324,壬申
73,冬至,3,651983.3927779827,-2928,12,19,21,25,36.01770959794521,0,38712.89277798275,癸酉
73,春分,0,652076.0040808205,-2927,3,22,12,5,52.582889422774315,0,38805.50408082048,癸酉
73,夏至,1,652170.0688729315,-2927,6,24,13,39,10.621284171938896,0,38899.56887293153,癸酉
73,秋分,2,652260.044086839,-2927,9,22,13,3,29.10288579761982,0,38989.544086838956,癸酉
74,冬至,3,652348.6346230311,-2927,12,20,3,13,51.42988979816437,0,39078.13462303113,甲戌
74,春分,0,652441.2431786122,-2926,3,22,17,50,10.632094368338585,0,39170.7431786122,甲戌
74,夏至,1,652535.3065394713,-2926,6,24,19,21,25.010316967964172,0,39264.80653947126,甲戌
74,秋分,2,652625.2884857473,-2926,9,22,18,55,25.168566405773163,0,39354.7884857473,甲戌
75,冬至,3,652713.8825713521,-2926,12,20,9,10,54.16481830179691,0,39443.382571352064,乙亥
75,春分,0,652806.4851958217,-2925,3,22,23,38,40.91899774968624,0,39535.98519582173,乙亥
75,夏至,1,652900.5471247636,-2925,6,25,1,7,51.579575166106224,0,39630.0471247636,乙亥
75,秋分,2,652990.5283220616,-2925,9,23,0,40,47.026125714182854,0,39720.02832206164,乙亥
76,冬至,3,653079.1195482031,-2925,12,20,14,52,8.964745625853539,0,39808.619548203074,丙子
76,春分,0,653171.7191289545,-2924,3,22,5,15,32.741665095090866,0,39901.21912895446,丙子
76,夏至,1,653265.7890087027,-2924,6,24,6,56,10.351916179060936,0,39995.28900870273,丙子
76,秋分,2,653355.7692917575,-2924,9,22,6,27,46.80784709751606,0,40085.26929175749,丙子
77,冬至,3,653444.3626234734,-2924,12,19,20,42,10.668101459741592,0,40173.8626234734,丁丑
77,春分,0,653536.9660789017,-2923,3,22,11,11,9.217103719711304,0,40266.46607890166,丁丑
77,夏至,1,653631.0328700896,-2923,6,24,12,47,19.975744485855103,0,40360.532870089635,丁丑
77,秋分,2,653721.0118743486,-2923,9,22,12,17,5.9437210857868195,0,40450.511874348624,丁丑
78,冬至,3,653809.6086726506,-2923,12,20,2,36,29.317015931010246,0,40539.10867265065,戊寅
78,春分,0,653902.2118051408,-2922,3,22,17,4,59.964167922735214,0,40631.71180514083,戊寅
78,夏至,1,653996.2713764844,-2922,6,24,18,30,46.9282541424036,0,40725.77137648442,戊寅
78,秋分,2,654086.2535895519,-2922,9,22,18,5,10.13728380203247,0,40815.753589551896,戊寅
79,冬至,3,654174.8470148807,-2922,12,20,8,19,42.08569586277008,0,40904.34701488074,己卯
79,春分,0,654267.4451337873,-2921,3,22,22,40,59.55922678112984,0,40996.94513378735,己卯
79,夏至,1,654361.5102936409,-2921,6,25,0,14,49.370573312044144,0,41091.010293640895,己卯
79,秋分,2,654451.4994986651,-2921,9,22,23,59,16.684664636850357,0,41180.9994986651,己卯
80,冬至,3,654540.0918876571,-2921,12,20,14,12,19.09357041120529,0,41269.591887657065,庚辰
80,春分,0,654632.6922750535,-2920,3,22,4,36,52.56462000310421,0,41362.19227505347,庚辰
80,夏至,1,654726.757844009,-2920,6,24,6,11,17.722375094890594,0,41456.25784400897,庚辰
80,秋分,2,654816.7405217972,-2920,9,22,5,46,21.083279103040695,0,41546.24052179721,庚辰
81,冬至,3,654905.3339327364,-2920,12,19,20,0,51.78842693567276,0,41634.83393273642,辛巳
81,春分,0,654997.9364497281,-2919,3,22,10,28,29.256507083773613,0,41727.43644972809,辛巳
81,夏至,1,655092.0006695013,-2919,6,24,12,0,57.8449085354805,0,41821.500669501256,辛巳
81,秋分,2,655181.981428072,-2919,9,22,11,33,15.385418459773064,0,41911.48142807197,辛巳
82,冬至,3,655270.5775102248,-2919,12,20,1,51,36.88342027366161,0,42000.07751022477,壬午
82,春分,0,655363.1781349402,-2918,3,22,16,16,30.858834609389305,0,42092.678134940215,壬午
82,夏至,1,655457.2431165922,-2918,6,24,17,50,5.273563787341118,0,42186.74311659217,壬午
82,秋分,2,655547.226972162,-2918,9,22,17,26,50.39479896426201,0,42276.726972162025,壬午
83,冬至,3,655635.8246365765,-2918,12,20,7,47,28.600206524133682,0,42365.324636576464,癸未
83,春分,0,655728.4238857506,-2917,3,22,22,10,23.728850483894348,0,42457.923885750584,癸未
83,夏至,1,655822.488757482,-2917,6,24,23,43,48.646447509527206,0,42551.98875748203,癸未
83,秋分,2,655912.4718888042,-2917,9,22,23,19,31.192685142159462,0,42641.971888804226,癸未
84,冬至,3,656001.0617390767,-2917,12,20,13,28,54.25623066723347,0,42730.561739076744,甲申
84,春分,0,656093.6610959226,-2916,3,22,3,51,58.68771091103554,0,42823.16109592258,甲申
84,夏至,1,656187.7327003819,-2916,6,24,5,35,5.312995612621307,0,42917.232700381894,甲申
84,秋分,2,656277.7178217984,-2916,9,22,5,13,39.80338208377361,0,43007.217821798404,甲申
85,冬至,3,656366.3045129803,-2916,12,19,19,18,29.921495988965034,0,43095.80451298028,乙酉
85,春分,0,656458.9076218435,-2915,3,22,9,46,58.527279049158096,0,43188.40762184351,乙酉
85,夏至,1,656552.9778217659,-2915,6,24,11,28,3.800576627254486,0,43282.47782176593,乙酉
85,秋分,2,656642.9642031702,-2915,9,22,11,8,27.15390108525753,0,43372.46420317015,乙酉
86,冬至,3,656731.5537414429,-2915,12,20,1,17,23.260662630200386,0,43461.053741442855,丙戌
86,春分,0,656824.1542368478,-2914,3,22,15,42,6.063647121191025,0,43553.65423684777,丙戌
86,夏至,1,656918.218870869,-2914,6,24,17,15,10.443083569407463,0,43647.71887086902,丙戌
86,秋分,2,657008.2083004256,-2914,9,22,16,59,57.156767919659615,0,43737.708300425555,丙戌
87,冬至,3,657096.7972832655,-2914,12,20,7,8,5.274139791727066,0,43826.29728326551,丁亥
87,春分,0,657189.3868755166,-2913,3,22,21,17,6.044635847210884,0,43918.88687551662,丁亥
87,夏至,1,657283.458052776,-2913,6,24,22,59,35.759851187467575,0,44012.958052776055,丁亥
87,秋分,2,657373.4524933642,-2913,9,22,22,51,35.42666897177696,0,44102.952493364224,丁亥
88,冬至,3,657462.043066516,-2913,12,20,13,2,0.946986973285675,0,44191.54306651605,戊子
88,春分,0,657554.6330134434,-2912,3,22,3,11,32.361513152718544,0,44284.13301344344,戊子
88,夏至,1,657648.7056914226,-2912,6,24,4,56,11.738909929990768,0,44378.20569142257,戊子
88,秋分,2,657738.6937181879,-2912,9,22,4,38,57.25143112242222,0,44468.19371818786,戊子
89,冬至,3,657827.2860295732,-2912,12,19,18,51,52.95512281358242,0,44556.78602957318,己丑
89,春分,0,657919.8790488543,-2911,3,22,9,5,49.82101544737816,0,44649.379048854345,己丑
89,夏至,1,658013.9461946036,-2911,6,24,10,42,31.21374875307083,0,44743.44619460357,己丑
89,秋分,2,658103.9344629727,-2911,9,22,10,25,37.600839883089066,0,44833.434462972684,己丑
90,冬至,3,658192.5271561784,-2911,12,20,0,39,6.293811500072479,0,44922.027156178374,庚寅
90,春分,0,658285.1192219247,-2910,3,22,14,51,40.77429302036762,0,45014.61922192469,庚寅
90,夏至,1,658379.1838017936,-2910,6,24,16,24,40.47496788203716,0,45108.68380179361,庚寅
90,秋分,2,658469.1776276414,-2910,9,22,16,15,47.02821336686611,0,45198.67762764136,庚寅
91,冬至,3,658557.7706419342,-2910,12,20,6,29,43.463118597865105,0,45287.27064193424,辛卯
91,春分,0,658650.3636849059,-2909,3,22,20,43,42.37587198615074,0,45379.863684905926,辛卯
91,夏至,1,658744.4268532435,-2909,6,24,22,14,40.12023791670799,0,45473.926853243494,辛卯
91,秋分,2,658834.419455771,-2909,9,22,22,4,0.9786131232976913,0,45563.919455770985,辛卯
92,冬至,3,658923.0068435726,-2909,12,20,12,9,51.28467254340649,0,45652.5068435726,壬辰
92,春分,0,659015.5991184214,-2908,3,22,2,22,43.83161209523678,0,45745.099118421436,壬辰
92,夏至,1,659109.6680773485,-2908,6,24,4,2,1.882910281419754,0,45839.1680773485,壬辰
92,秋分,2,659199.6589764246,-2908,9,22,3,48,55.56308560073376,0,45929.1589764246,壬辰
93,冬至,3,659288.2460782258,-2908,12,19,17,54,21.15870773792267,0,46017.746078225784,癸巳
93,春分,0,659380.8407971701,-2907,3,22,8,10,44.87549364566803,0,46110.340797170065,癸巳
93,夏至,1,659474.91133791,-2907,6,24,9,52,19.59542289376259,0,46204.41133790999,癸巳
93,秋分,2,659564.8992164081,-2907,9,22,9,34,52.297663539648056,0,46294.39921640814,癸巳
94,冬至,3,659653.4908712765,-2907,12,19,23,46,51.27828732132912,0,46382.99087127647,甲午
94,春分,0,659746.0848574239,-2906,3,22,14,2,11.681425496935844,0,46475.584857423906,甲午
94,夏至,1,659840.1527802625,-2906,6,24,15,40,0.21468177437782288,0,46569.65278026252,甲午
94,秋分,2,659930.141792536,-2906,9,22,15,24,10.875111669301987,0,46659.641792536015,甲午
95,冬至,3,660018.7301768003,-2906,12,20,5,31,27.275544181466103,0,46748.23017680028,乙未
95,春分,0,660111.3148839483,-2905,3,22,19,33,25.973133444786072,0,46840.814883948304,乙未
95,夏至,1,660205.3895644967,-2905,6,24,21,20,58.37251469492912,0,46934.8895644967,乙未
95,秋分,2,660295.3851840969,-2905,9,22,21,14,39.9059696495533,0,47024.88518409687,乙未
96,冬至,3,660383.9694638689,-2905,12,20,11,16,1.6782713681459427,0,47113.46946386888,丙申
96,春分,0,660476.5573748352,-2904,3,22,1,22,37.185765355825424,0,47206.05737483525,丙申
96,夏至,1,660570.6354080385,-2904,6,24,3,14,59.25452694296837,0,47300.135408038506,丙申
96,秋分,2,660660.6295692516,-2904,9,22,3,6,34.78333443403244,0,47390.129569251556,丙申
97,冬至,3,660749.2121540871,-2904,12,19,17,5,30.113129317760468,0,47478.712154087145,丁酉
97,春分,0,660841.8029854507,-2903,3,22,7,16,17.942942082881927,0,47571.30298545072,丁酉
97,夏至,1,660935.8756973238,-2903,6,24,9,1,0.24877801537513733,0,47665.37569732382,丁酉
97,秋分,2,661025.8728915615,-2903,9,22,8,56,57.8309116512537,0,47755.37289156148,丁酉
98,冬至,3,661114.4562452481,-2903,12,19,22,56,59.58943493664265,0,47843.95624524809,戊戌
98,春分,0,661207.0408729636,-2902,3,22,12,58,51.424055993556976,0,47936.54087296361,戊戌
98,夏至,1,661301.1124274505,-2902,6,24,14,41,53.73172178864479,0,48030.612427450484,戊戌
98,秋分,2,661391.116273628,-2902,9,22,14,47,26.04145623743534,0,48120.616273627966,戊戌
99,冬至,3,661479.7041952932,-2902,12,20,4,54,2.4733366817235947,0,48209.20419529325,己亥
99,春分,0,661572.28627975,-2901,3,22,18,52,14.570404887199402,0,48301.78627975006,己亥
99,夏至,1,661666.3587489256,-2901,6,24,20,36,35.90717330574989,0,48395.85874892562,己亥
99,秋分,2,661756.3606318482,-2901,9,22,20,39,18.591686189174652,0,48485.86063184822,己亥
100,冬至,3,661844.9467670287,-2901,12,20,10,43,20.671275705099106,0,48574.446767028654,庚子
100,春分,0,661937.5263378746,-2900,3,23,0,37,55.59236437082291,0,48667.02633787459,庚子
100,夏至,1,662031.601890435,-2900,6,25,2,26,43.33358198404312,0,48761.10189043498,庚子
100,秋分,2,662121.6020684591,-2900,9,23,2,26,58.714870512485504,0,48851.10206845915,庚子
101,冬至,3,662210.1894618077,-2900,12,20,16,32,49.500187039375305,0,48939.68946180772,辛丑
101,春分,0,662302.7730396875,-2899,3,23,6,33,10.629003569483757,0,49032.27303968754,辛丑
101,夏至,1,662396.8467122876,-2899,6,25,8,19,15.9416513890028,0,49126.34671228763,辛丑
101,秋分,2,662486.8465412052,-2899,9,23,8,19,1.160128265619278,0,49216.34654120519,辛丑
102,冬至,3,662575.4372576436,-2899,12,20,22,29,39.060403257608414,0,49304.937257643556,壬寅
102,春分,0,662668.0237306975,-2898,3,23,12,34,10.332260504364967,0,49397.52373069746,壬寅
102,夏至,1,662762.091167317,-2898,6,25,14,11,16.856189221143723,0,49491.591167317005,壬寅
102,秋分,2,662852.0929856924,-2898,9,23,14,13,53.963826298713684,0,49581.592985692434,壬寅
103,冬至,3,662940.6799224924,-2898,12,21,4,19,5.303339883685112,0,49670.17992249236,癸卯
103,春分,0,663033.2590310033,-2897,3,23,18,13,0.2786886692047119,0,49762.75903100334,癸卯
103,夏至,1,663127.3300501601,-2897,6,25,19,55,16.33382923901081,0,49856.83005016006,癸卯
103,秋分,2,663217.3366759453,-2897,9,23,20,4,48.80167566239834,0,49946.83667594532,癸卯
104,冬至,3,663305.9219490213,-2897,12,21,10,7,36.39543905854225,0,50035.421949021285,甲辰
104,春分,0,663398.5041104521,-2896,3,23,0,5,55.14306463301182,0,50128.00411045214,甲辰
104,夏至,1,663492.5796284731,-2896,6,25,1,54,39.90007996559143,0,50222.07962847315,甲辰
104,秋分,2,663582.5801763803,-2896,9,23,1,55,27.23926194012165,0,50312.08017638035,甲辰
105,冬至,3,663671.1664932293,-2896,12,20,15,59,45.01501455903053,0,50400.666493229335,乙巳
105,春分,0,663763.7519688028,-2895,3,23,6,2,50.104559138417244,0,50493.25196880277,乙巳
105,夏至,1,663857.8243057034,-2895,6,25,7,47,0.012773573398590088,0,50587.3243057034,乙巳
105,秋分,2,663947.82177451,-2895,9,23,7,43,21.31766125559807,0,50677.32177450997,乙巳
106,冬至,3,664036.4097974821,-2895,12,20,21,50,6.502451375126839,0,50765.909797482076,丙午
106,春分,0,664128.9895493541,-2894,3,23,11,44,57.0641914755106,0,50858.48954935407,丙午
106,夏至,1,664223.0621144419,-2894,6,25,13,29,26.687778756022453,0,50952.562114441884,丙午
106,秋分,2,664313.0636278085,-2894,9,23,13,31,37.44265191257,0,51042.56362780847,丙午
107,冬至,3,664401.6522532343,-2894,12,21,3,39,14.679442942142487,0,51131.15225323429,丁未
107,春分,0,664494.2327173688,-2893,3,23,17,35,6.780660152435303,0,51223.73271736875,丁未
107,夏至,1,664588.3087493357,-2893,6,25,19,24,35.94260461628437,0,51317.8087493357,丁未
107,秋分,2,664678.3100481321,-2893,9,23,19,26,28.158612325787544,0,51407.81004813209,丁未
108,冬至,3,664766.8898833543,-2893,12,21,9,21,25.921812057495117,0,51496.389883354306,戊申
108,春分,0,664859.4702211142,-2892,3,22,23,17,7.104269340634346,0,51588.97022111423,戊申
108,夏至,1,664953.5491396447,-2892,6,25,1,10,45.665303617715836,0,51683.04913964472,戊申
108,秋分,2,665043.5521444943,-2892,9,23,1,15,5.284303799271584,0,51773.05214449426,戊申
109,冬至,3,665132.1289761524,-2892,12,20,15,5,43.53956691920757,0,51861.628976152395,己酉
109,春分,0,665224.7105840532,-2891,3,23,5,3,14.462195411324501,0,51954.21058405319,己酉
109,夏至,1,665318.78927932,-2891,6,25,6,56,33.733251839876175,0,52048.289279320044,己酉
109,秋分,2,665408.7954134694,-2891,9,23,7,5,23.72375875711441,0,52138.29541346943,己酉
110,冬至,3,665497.3753795098,-2891,12,20,21,0,32.78964310884476,0,52226.87537950976,庚戌
110,春分,0,665589.9548795932,-2890,3,23,10,55,1.596854254603386,0,52319.45487959322,庚戌
110,夏至,1,665684.0304057633,-2890,6,25,12,43,47.0579494535923,0,52413.530405763304,庚戌
110,秋分,2,665774.0391219987,-2890,9,23,12,56,20.14068827033043,0,52503.53912199871,庚戌
111,冬至,3,665862.6187360664,-2890,12,21,2,50,58.79613608121872,0,52592.11873606639,辛亥
111,春分,0,665955.1855840061,-2889,3,23,16,27,14.458129853010178,0,52684.68558400613,辛亥
111,夏至,1,666049.2648882882,-2889,6,25,18,21,26.348102241754532,0,52778.76488828822,辛亥
111,秋分,2,666139.2785649052,-2889,9,23,18,41,8.007806316018105,0,52868.778564905166,辛亥
112,冬至,3,666227.8603313523,-2889,12,21,8,38,52.62884169816971,0,52957.360331352334,壬子
112,春分,0,666320.4276861988,-2888,3,22,22,15,52.08758041262627,0,53049.92768619885,壬子
112,夏至,1,666414.5103448312,-2888,6,25,0,14,53.793411925435066,0,53144.01034483116,壬子
112,秋分,2,666504.5197605746,-2888,9,23,0,28,27.313642278313637,0,53234.01976057456,壬子
113,冬至,3,666593.1030682926,-2888,12,20,14,28,25.10048121213913,0,53322.60306829261,癸丑
113,春分,0,666685.6761133663,-2887,3,23,4,13,36.194845363497734,0,53415.176113366266,癸丑
113,夏至,1,666779.7518089461,-2887,6,25,6,2,36.29294626414776,0,53509.25180894614,癸丑
113,秋分,2,666869.7614645306,-2887,9,23,6,16,30.535444021224976,0,53599.2614645306,癸丑
114,冬至,3,666958.3460695881,-2887,12,20,20,18,20.412411242723465,0,53687.84606958809,甲寅
114,春分,0,667050.9151325203,-2886,3,23,9,57,47.44975000619888,0,53780.415132520255,甲寅
114,夏至,1,667144.9858734537,-2886,6,25,11,39,39.46639694273472,0,53874.48587345367,甲寅
114,秋分,2,667235.0017396141,-2886,9,23,12,2,30.30265487730503,0,53964.50173961406,甲寅
115,冬至,3,667323.5874415124,-2886,12,21,2,5,54.946669936180115,0,54053.08744151238,乙卯
115,春分,0,667416.1587765408,-2885,3,23,15,48,38.293122947216034,0,54145.658776540775,乙卯
115,夏至,1,667510.2319679406,-2885,6,25,17,34,2.030065879225731,0,54239.73196794058,乙卯
115,秋分,2,667600.246353172,-2885,9,23,17,54,44.914060682058334,0,54329.746353172,乙卯
116,冬至,3,667688.8273255382,-2885,12,21,7,51,20.926496163010597,0,54418.32732553815,丙辰
116,春分,0,667781.399854191,-2884,3,22,21,35,47.40210212767124,0,54510.899854191,丙辰
116,夏至,1,667875.4756196842,-2884,6,24,23,24,53.54071542620659,0,54604.975619684206,丙辰
116,秋分,2,667965.4864879968,-2884,9,22,23,40,32.562920451164246,0,54694.986487996764,丙辰
117,冬至,3,668054.068593779,-2884,12,20,13,38,46.50250531733036,0,54783.568593779,丁巳
117,春分,0,668146.6419781656,-2883,3,23,3,24,26.913507878780365,0,54876.1419781656,丁巳
117,夏至,1,668240.718888799,-2883,6,25,5,15,11.992230266332626,0,54970.21888879896,丁巳
117,秋分,2,668330.7271823665,-2883,9,23,5,27,8.556468710303307,0,55060.227182366536,丁巳
118,冬至,3,668419.3136732886,-2883,12,20,19,31,41.37213170528412,0,55148.81367328856,戊午
118,春分,0,668511.8891749802,-2882,3,23,9,20,24.71829168498516,0,55241.38917498023,戊午
118,夏至,1,668605.966384525,-2882,6,25,11,11,35.62295526266098,0,55335.466384524945,戊午
118,秋分,2,668695.9750074528,-2882,9,23,11,24,0.6439192593097687,0,55425.47500745277,戊午
119,冬至,3,668784.5570487679,-2882,12,21,1,22,9.013548418879509,0,55514.05704876792,己未
119,春分,0,668877.1240903323,-2881,3,23,14,58,41.40471115708351,0,55606.624090332305,己未
119,夏至,1,668971.2053554143,-2881,6,25,16,55,42.70779602229595,0,55700.705355414306,己未
119,秋分,2,669061.2197776978,-2881,9,23,17,16,28.793091103434563,0,55790.719777697814,己未
120,冬至,3,669149.7969881991,-2881,12,21,7,7,39.78040359914303,0,55879.296988199116,庚申
120,春分,0,669242.3665249645,-2880,3,22,20,47,47.756928876042366,0,55971.866524964455,庚申
120,夏至,1,669336.4530871294,-2880,6,24,22,52,26.72797992825508,0,56065.9530871294,庚申
120,秋分,2,669426.4665313003,-2880,9,22,23,11,48.30434896051884,0,56155.966531300335,庚申
121,冬至,3,669515.0416642556,-2880,12,20,12,59,59.79167953133583,0,56244.54166425555,辛酉
121,春分,0,669607.616055544,-2879,3,23,2,47,7.199001610279083,0,56337.116055544,辛酉
121,夏至,1,669701.6981919225,-2879,6,25,4,45,23.78210462629795,0,56431.19819192251,辛酉
121,秋分,2,669791.7136725789,-2879,9,23,5,7,41.310818418860435,0,56521.21367257892,辛酉
122,冬至,3,669880.2905178347,-2879,12,20,18,58,20.74091926217079,0,56609.790517834714,壬戌
122,春分,0,669972.8548037077,-2878,3,23,8,30,55.04034385085106,0,56702.35480370768,壬戌
122,夏至,1,670066.9333985044,-2878,6,25,10,24,5.63077948987484,0,56796.43339850439,壬戌
